left_deck,left_slide,right_deck,right_slide,exact_visible_text,exact_normalized_text,text_similarity,title_similarity,left_title,right_title,left_xml_sha256,right_xml_sha256
e2,96,delivery-variant,96,False,False,0.992,1.0,證據邊界：畫面能支持哪些可重算主張？,證據邊界：畫面能支持哪些可重算主張？,5bb1f6fd45a16c503cc9639e1156867f21a0a6dff2738fd09d1d53e3a2c7e59d,96819b2046a9205ed1f2d9cf68f14eb565294bb715386ec1029adcf705dbee28
e2,16,delivery-variant,16,False,False,0.9918,1.0,資料率提高之後，功率與能量從何而來？,資料率提高之後，功率與能量從何而來？,00bc3322252a99a5652cde0583db37aba91abc54ad34483b3f600e568c93b552,cf6fb876c05e59c0af8eb233e912c199a4ab8c9911a1c57172a1c645bf6d619a
e2,26,delivery-variant,26,False,False,0.9918,1.0,OBO (Output Back-Off，輸出回退) 與效率的權衡,OBO (Output Back-Off，輸出回退) 與效率的權衡,d291d2250cac7edd79c4a06385b764491a51dbbf4fde7ed15e68ddf7bb0164af,b64e0a09630a4f55431e617a05d5e2f5b765d7322d24c8c1b678349439cc3f65
e2,51,delivery-variant,51,False,False,0.9917,1.0,T2｜為什麼分開調整三個能源參數？,T2｜為什麼分開調整三個能源參數？,e15ec29b641bcd68cdc3cade4931ab4c667ffa6452cf7962e889fbaf5b6eccfd,be0e0092ab1093c758fb658ecf56b991b17e167d0a703ce6d3031970276ddeb2
e2,83,delivery-variant,83,False,False,0.9917,1.0,T5 空白觀測表：先記中間量，再記累積量,T5 空白觀測表：先記中間量，再記累積量,d343ef3725ca6b4d92ca7aeeb584a84288c7a9c3b11eefd6ec5e2593bb85d9eb,67ec4220397394c9512fbe272f3b14aa838486844105843215d7a257f497b396
e2,70,delivery-variant,70,False,False,0.9916,1.0,結論｜這筆量測何時才算有效證據？,結論｜這筆量測何時才算有效證據？,3d3ad588f2eb6460bc078a77dc3165ce228118803fddfa726244e6876bf383c9,9a36b6b26ffa3ffb5f3c78935f703b304f6aa10ab2fc13f5e8d74d44de1d0eee
e2,52,delivery-variant,52,False,False,0.9913,1.0,T2｜操作：先建立基準，再改一個旋鈕,T2｜操作：先建立基準，再改一個旋鈕,f7e28c7f63b709ce4e76ca8762bfdaaac5b41d4028ce5d735f9c37b870c91442,48879267e066d5917281aa9e46e5cad7e14b2f67bb6b7ae451d0e9c773584cc2
e2,53,delivery-variant,53,False,False,0.9912,1.0,T2｜操作：讀畫面，確認當下控制值,T2｜操作：讀畫面，確認當下控制值,d2a2da59d531340e1e8e0bfc44480bc6d740a120b1d12ca1ec10bc24fe8c5c4c,6c8967a637359dd5c0022af7c60a6002efc41873804ac16d352465c329260dc7
e2,22,delivery-variant,22,False,False,0.9908,1.0,發射設定是 dBm；先轉成線性 RF 輸出,發射設定是 dBm；先轉成線性 RF 輸出,59211ee8f142c7e3488f6d9bc0b35a3938b45fa21e03c2d60d88f48d8cbb2569,a5d102a0b3852c222470c81be077a8fa5f75a7e6a3557c9c9ad06a2be61962a1
e2,88,delivery-variant,88,False,False,0.9904,1.0,T5 判定：能源下降仍可能是假節能,T5 判定：能源下降仍可能是假節能,e3d36b4841273873667b31d3832e6e990582cb0a8cfc536fd92aa0cf977470f0,150e7496c47546a625a0752defd0c3be0b847322cab6b2e39eaca21669cf5be1
e2,37,delivery-variant,37,False,False,0.9903,1.0,同一窗口的選擇：資料與品質可比，節能才有意義,同一窗口的選擇：資料與品質可比，節能才有意義,5d38ef319a54cca72be8776140ac5fde2a997b21dadf3e126dbd28f8115e9263,2096397d2c011b0f9707fbb95d6600f97943cbc752a318951f8c7ed33449cac4
e2,33,delivery-variant,33,False,False,0.9899,1.0,瞬時 EE 與窗口 EE 的計算邊界不同,瞬時 EE 與窗口 EE 的計算邊界不同,77c8a6bb012cd88f374143f05dc251f9af831fc6080c97bacafebfaf3ec5b067,8f7dbd43621d38e3d7fcad5ce3e189eb10ab2e8d726a00991a604314fb18bba8
e2,34,delivery-variant,34,False,False,0.9898,1.0,目標 SINR 是反推輸入；實測 SINR 是評估輸出,目標 SINR 是反推輸入；實測 SINR 是評估輸出,88df02ff577e85e720e48c5064ec56c749a50c70c627eb95d8aa37bd10b1cd59,a42f53657b68d1dd9cf7c6eede57b546cd8ac99094fdfe5ec2e70bacb6ef4867
e2,57,delivery-variant,57,False,False,0.9895,1.0,T2｜空白觀察表：事件、總耗能與窗口,T2｜空白觀察表：事件、總耗能與窗口,af349879b5ac5d3ca8e39955e88b1178b24400705bb88a1200c4d27a19721106,d111aa2d9024966a3015d4fa1c4332966a7145635afd84d9087fc5b95ccf732d
e2,13,delivery-variant,13,False,False,0.9891,1.0,SINR 分解訊號、干擾與雜訊,SINR 分解訊號、干擾與雜訊,97118591330dc4b428983cef76cd9c0d23697433d487b3c3beaf78fad17cb0ac,f12f94585c0732f37231878b52eb52b601b93af67c5a809985c7f7805e35178e
e2,97,delivery-variant,97,False,False,0.989,1.0,把數值、判定與限制一起留下,把數值、判定與限制一起留下,2ca23144559258c79834f1c2d6280c1f66b169075c2af3cc6af0d0f5f6825dbe,3d67261cdb72ff56be20f226e13cc5dec486cadeab399dc5e27b364ced2ca04f
e2,54,delivery-variant,54,False,False,0.9886,1.0,T2｜空白觀察表：控制與持續運作功率,T2｜空白觀察表：控制與持續運作功率,ac5c7821b96d1c659763d993dd29ea753f83163b254c603abe8e2736b62515bf,1e901d74b6c9c9cc5aae8c413beb8281b6d4715e4d977cadecb0271c56acd388
e2,82,delivery-variant,82,False,False,0.9886,1.0,T5 操作：同一場景，只改一個 RF 設定,T5 操作：同一場景，只改一個 RF 設定,f9185b79b5f9fd71b5591252f1610b99a5e99afc3222ff7101d5620b10b08563,51356fb15f45d2f61c1f52e3b921fa06d214e79d1c263783caaa0f54cb07dbf3
e2,89,delivery-variant,89,False,False,0.9883,1.0,T5 替代解釋：服務縮小也會讓數字變好看,T5 替代解釋：服務縮小也會讓數字變好看,763a384e16eda94c4b733e6fcef43949b0195b1a64d37af58c256827d3f8ddef,356951afb9cb4069f94403ba3d802739d40637725e53fcd64e4bfd91f71cbc35
e2,95,delivery-variant,95,False,False,0.9882,1.0,T6 邊界：先看 Producer 狀態，再讀畫面,T6 邊界：先看 Producer 狀態，再讀畫面,c7fb3654c6ca0b15c1ca65ec3f8538b5e6e9eccf3e7131aa90c981b2babbb804,5dd6819a1869416b63c7d982ef4bcb9900a28028acba2b0c78fa566387568424
e2,87,delivery-variant,87,False,False,0.988,1.0,T5 四道門：能源、資料、品質、Run EE,T5 四道門：能源、資料、品質、Run EE,612827edad3657f41f64acd3bae5d15f7c0c1a6f6c77fee29575836000eb068c,775449f5cc20b2b2032d0baf9833bf9b981820a923e1842b80880645ee2b1a24
e2,11,delivery-variant,11,False,False,0.9878,1.0,候選必須跨過 margin，並持續足夠久,候選必須跨過 margin，並持續足夠久,86d3680149a72c0455d0be6edde878c5a9d312fc04e4b8025ee999e45c37245b,1ac8e5363c99ed8e23491a67d20aa27363cb9c32f08d873c027ff81c2b46e10f
e2,29,delivery-variant,29,False,False,0.9878,1.0,操作功率與事件能量如何計入？,操作功率與事件能量如何計入？,cd1abf5b041aa202b61942e03277c56e04c0b5371079157b641f25f72ec5267e,3a187abfeaeb385fa408a95c548c2aa492b7f659852e8e7018ddd974a84f628a
e2,74,delivery-variant,74,False,False,0.9873,1.0,先固定比較範圍，再記錄實際讀值,先固定比較範圍，再記錄實際讀值,0f62db9a1b3fc95095550b5597b314debcafa1f47b55fabacf994e38cda7188c,3c8d3bf53a8245b5aa30b2a740f85e30fbbfbd6d0f09839d6706e246ab1122a6
e2,32,delivery-variant,32,False,False,0.987,1.0,吞吐量有三個範圍，單位也不同,吞吐量有三個範圍，單位也不同,dbcaeef8507977045d80cff37659faa778664a8a1ec02ab0b202fae44cca0397,ff9c5c54733e4ded53bfbab59ed85113017d22b50e25f041c6375f08981ccb70
e2,2,delivery-variant,2,False,False,0.9868,1.0,通訊核心問題：資料要送達，鏈路卻會變,通訊核心問題：資料要送達，鏈路卻會變,8d8f734009e577321d874cf2f9ce13c5351650989599e7d6e3cebc76ccb2458a,f43ea270e670fc47d63079e6f1008e9d8e2687abd36a01593c44e3e724b49838
e2,31,delivery-variant,31,False,False,0.9867,1.0,角度與距離走各自的因果支線,角度與距離走各自的因果支線,ec9b7e15bf57bbb810933e056f3172110c206dc5e0774e250c32ec4043b45319,ee158be183ee2c1e8c6537ceebe52dc26e0e9e431a9ea4517e4e2487c79cb7fd
e2,67,delivery-variant,67,False,False,0.9859,1.0,T3｜空白觀察表：品質、負載與速率,T3｜空白觀察表：品質、負載與速率,985f57e254426e417ca9acd667af4506260b1ca38ec7781462fdc56990c54982,cb858468f1b53dd654069758c92e72d8adf178bb354c46d34d9c2b77074eabfc
e2,48,delivery-variant,48,False,False,0.9848,1.0,T1｜空白觀察表：功率讀值,T1｜空白觀察表：功率讀值,8b751347739b5f92d4ece88a8cc77dad65fc6e0992c84fb2d37943d2661444df,b6f5a0eeebc2b61efba008ac0a4a4e351db59689263c280913f25c3338939853
e2,64,delivery-variant,64,False,False,0.9846,1.0,T3｜空白觀察表：控制與窗口,T3｜空白觀察表：控制與窗口,9d3681fe503cd19a3080dc1e75bf81b525b0301cbf580c81fd58593e302bf25d,6f160dd4ae45318b61758291b99b9c7ba997485f90ca83e5b69eaaa1913e25b6
e2,35,delivery-variant,35,False,False,0.9841,1.0,有效狀態與 Δt 決定哪些樣本能進窗口,有效狀態與 Δt 決定哪些樣本能進窗口,0d3dfdb2b79e65be74c2c7116426a4b5fbe937d51563c8ec804a9d2d29b1857b,7e1cc2da84588d6b81ab36b780a60e82d2f1aaea58423186764df9656bd929d9
e2,4,delivery-variant,4,False,False,0.984,1.0,服務窗口隨衛星移動而改變,服務窗口隨衛星移動而改變,26b5e13f7a3b0eed9a6e30c550c2de212418759234d4c945321eca104e57ef41,b30356a9b7b14104ff9438a1531c38b9ea5ee4fc3ecf8e9e341d47aeda5a5729
e2,27,delivery-variant,27,False,False,0.9834,1.0,完整的瞬時總功率：每個加總項都有物理意義,完整的瞬時總功率：每個加總項都有物理意義,c68ad4d639c0e3f4ad78835dbf904744e44218cd36208782be031c1b7746f1bc,38f70f433e2c834b615ece9337ed1aaaa499b0baa04e47ad75880fbebba3fc87
e2,21,delivery-variant,21,False,False,0.9796,1.0,先畫出帳本邊界，再把功率累積成能量,先畫出帳本邊界，再把功率累積成能量,e53f405175adefb91f2da664bf5f5aec317b6b030c09ebef4c3fac5c8e836005,ee52db0c6369c7079cdaa5a617dc6792cd5cb8ca6fd4b09ef9623a721391dc5f
e2,30,delivery-variant,30,False,False,0.9725,1.0,兩個角度：一個改增益，一個判資格,兩個角度：一個改增益，一個判資格,5e0f7ec4b7ebe061a5e08678fcb1bd0b85a1a611b3b015fa33929c545ce1f1e9,aa17bd3a340b409f6eb906b235ada1a2381f2a9491196e28562e3a658e4c852e
e2,28,delivery-variant,28,False,False,0.968,1.0,系統功率只加總作用中服務波束,系統功率只加總作用中服務波束,1d393b81adcd521a236de8e83b6262162c792da75e744e5221278f736ac5b93d,070085da97bb894d5459e9d4965e5f0408bc87ae782c0cfd54078a19226d2606
e2,64,delivery-variant,45,False,False,0.5424,0.9286,T3｜空白觀察表：控制與窗口,T1｜空白觀察表：控制與窗口,9d3681fe503cd19a3080dc1e75bf81b525b0301cbf580c81fd58593e302bf25d,f661c5d291006ee4b380d3ea627e090961b473060e6a60f32027b9d79dc8b4b4
e2,45,e2,64,False,False,0.5299,0.9286,T1｜空白觀察表：控制與窗口,T3｜空白觀察表：控制與窗口,66cc07f24f8d798dc73abcca089f38544c4db789c2bd6f088e1848c7b075d239,9d3681fe503cd19a3080dc1e75bf81b525b0301cbf580c81fd58593e302bf25d
delivery-variant,45,delivery-variant,64,False,False,0.5272,0.9286,T1｜空白觀察表：控制與窗口,T3｜空白觀察表：控制與窗口,f661c5d291006ee4b380d3ea627e090961b473060e6a60f32027b9d79dc8b4b4,6f160dd4ae45318b61758291b99b9c7ba997485f90ca83e5b69eaaa1913e25b6
e2,45,delivery-variant,64,False,False,0.5232,0.9286,T1｜空白觀察表：控制與窗口,T3｜空白觀察表：控制與窗口,66cc07f24f8d798dc73abcca089f38544c4db789c2bd6f088e1848c7b075d239,6f160dd4ae45318b61758291b99b9c7ba997485f90ca83e5b69eaaa1913e25b6
e2,65,delivery-variant,46,False,False,0.411,0.9231,T3｜實際數值：控制與窗口,T1｜實際數值：控制與窗口,6be7002dd827354d73098fabe9f3159ccc779a69a8a40857e24702cb2b557aee,31e43a07f9dcb2dc488390f69519c9153d72ef977498e630b45b881134e4556d
delivery-variant,46,delivery-variant,65,False,False,0.3315,0.9231,T1｜實際數值：控制與窗口,T3｜實際數值：控制與窗口,31e43a07f9dcb2dc488390f69519c9153d72ef977498e630b45b881134e4556d,63be324d6a82eb6b163b2a2c43107d3974ed4c585e9e7ff1aa9fe9d15ac36971
e2,46,e2,65,False,False,0.3306,0.9231,T1｜實際數值：控制與窗口,T3｜實際數值：控制與窗口,44eb28411ab39ea12d2000bb670801f2aed4bbc7bb120df96291648498345233,6be7002dd827354d73098fabe9f3159ccc779a69a8a40857e24702cb2b557aee
e2,46,delivery-variant,65,False,False,0.3279,0.9231,T1｜實際數值：控制與窗口,T3｜實際數值：控制與窗口,44eb28411ab39ea12d2000bb670801f2aed4bbc7bb120df96291648498345233,63be324d6a82eb6b163b2a2c43107d3974ed4c585e9e7ff1aa9fe9d15ac36971
delivery-variant,16,delivery-variant,17,False,False,0.3023,1.0,資料率提高之後，功率與能量從何而來？,資料率提高之後，功率與能量從何而來？,cf6fb876c05e59c0af8eb233e912c199a4ab8c9911a1c57172a1c645bf6d619a,c79ee666a58e83e3b177b22d5432e8f8af7794bd7c8b215370bb4715ce44b25a
e2,16,e2,17,False,False,0.2941,1.0,資料率提高之後，功率與能量從何而來？,資料率提高之後，功率與能量從何而來？,00bc3322252a99a5652cde0583db37aba91abc54ad34483b3f600e568c93b552,fee824fd9a87d57ea5c05b4292fece7f8500980c6e957de3ba67209958544c90
e2,16,delivery-variant,17,False,False,0.2922,1.0,資料率提高之後，功率與能量從何而來？,資料率提高之後，功率與能量從何而來？,00bc3322252a99a5652cde0583db37aba91abc54ad34483b3f600e568c93b552,c79ee666a58e83e3b177b22d5432e8f8af7794bd7c8b215370bb4715ce44b25a
e2,17,delivery-variant,16,False,False,0.2848,1.0,資料率提高之後，功率與能量從何而來？,資料率提高之後，功率與能量從何而來？,fee824fd9a87d57ea5c05b4292fece7f8500980c6e957de3ba67209958544c90,cf6fb876c05e59c0af8eb233e912c199a4ab8c9911a1c57172a1c645bf6d619a
